Date,Open,High,Low,Close,Adj Close,Volume
2003-10-27,10.000000,10.000000,10.000000,10.000000,6.362124,0
2003-10-28,10.090000,10.090000,10.090000,10.090000,6.419385,0
2003-10-29,10.090000,10.090000,10.090000,10.090000,6.419385,0
2003-10-30,10.080000,10.080000,10.080000,10.080000,6.413023,0
2003-10-31,10.090000,10.090000,10.090000,10.090000,6.419385,0
2003-11-03,10.120000,10.120000,10.120000,10.120000,6.438471,0
2003-11-04,10.120000,10.120000,10.120000,10.120000,6.438471,0
2003-11-05,10.100000,10.100000,10.100000,10.100000,6.425747,0
2003-11-06,10.100000,10.100000,10.100000,10.100000,6.425747,0
2003-11-07,10.090000,10.090000,10.090000,10.090000,6.419385,0
2003-11-10,10.060000,10.060000,10.060000,10.060000,6.400299,0
2003-11-11,10.040000,10.040000,10.040000,10.040000,6.387575,0
2003-11-12,10.130000,10.130000,10.130000,10.130000,6.444833,0
2003-11-13,10.160000,10.160000,10.160000,10.160000,6.463921,0
2003-11-14,10.150000,10.150000,10.150000,10.150000,6.457557,0
2003-11-17,10.150000,10.150000,10.150000,10.150000,6.457557,0
2003-11-18,10.080000,10.080000,10.080000,10.080000,6.413023,0
2003-11-19,10.100000,10.100000,10.100000,10.100000,6.425747,0
2003-11-20,10.080000,10.080000,10.080000,10.080000,6.413023,0
2003-11-21,10.090000,10.090000,10.090000,10.090000,6.419385,0
2003-11-24,10.150000,10.150000,10.150000,10.150000,6.457557,0
2003-11-25,10.180000,10.180000,10.180000,10.180000,6.476644,0
2003-11-26,10.190000,10.190000,10.190000,10.190000,6.483005,0
2003-11-28,10.180000,10.180000,10.180000,10.180000,6.476644,0
2003-12-01,10.230000,10.230000,10.230000,10.230000,6.508454,0
2003-12-02,10.230000,10.230000,10.230000,10.230000,6.508454,0
2003-12-03,10.210000,10.210000,10.210000,10.210000,6.495731,0
2003-12-04,10.240000,10.240000,10.240000,10.240000,6.514817,0
2003-12-05,10.240000,10.240000,10.240000,10.240000,6.514817,0
2003-12-08,10.260000,10.260000,10.260000,10.260000,6.527542,0
2003-12-09,10.210000,10.210000,10.210000,10.210000,6.495731,0
2003-12-10,10.200000,10.200000,10.200000,10.200000,6.489367,0
2003-12-11,10.270000,10.270000,10.270000,10.270000,6.533904,0
2003-12-12,10.290000,10.290000,10.290000,10.290000,6.546628,0
2003-12-15,10.260000,10.260000,10.260000,10.260000,6.527542,0
2003-12-16,10.300000,10.300000,10.300000,10.300000,6.552989,0
2003-12-17,10.310000,10.310000,10.310000,10.310000,6.559352,0
2003-12-18,10.380000,10.380000,10.380000,10.380000,6.603886,0
2003-12-19,10.380000,10.380000,10.380000,10.380000,6.603886,0
2003-12-22,10.390000,10.390000,10.390000,10.390000,6.610249,0
2003-12-23,10.330000,10.330000,10.330000,10.330000,6.610249,0
2003-12-24,10.350000,10.350000,10.350000,10.350000,6.623048,0
2003-12-26,10.370000,10.370000,10.370000,10.370000,6.635846,0
2003-12-29,10.410000,10.410000,10.410000,10.410000,6.661442,0
2003-12-30,10.420000,10.420000,10.420000,10.420000,6.667841,0
2003-12-31,10.430000,10.430000,10.430000,10.430000,6.674241,0
2004-01-02,10.410000,10.410000,10.410000,10.410000,6.661442,0
2004-01-05,10.470000,10.470000,10.470000,10.470000,6.699836,0
2004-01-06,10.510000,10.510000,10.510000,10.510000,6.725433,0
2004-01-07,10.520000,10.520000,10.520000,10.520000,6.731831,0
2004-01-08,10.550000,10.550000,10.550000,10.550000,6.751029,0
2004-01-09,10.560000,10.560000,10.560000,10.560000,6.757427,0
2004-01-12,10.580000,10.580000,10.580000,10.580000,6.770225,0
2004-01-13,10.570000,10.570000,10.570000,10.570000,6.763826,0
2004-01-14,10.610000,10.610000,10.610000,10.610000,6.789423,0
2004-01-15,10.610000,10.610000,10.610000,10.610000,6.789423,0
2004-01-16,10.630000,10.630000,10.630000,10.630000,6.802220,0
2004-01-20,10.640000,10.640000,10.640000,10.640000,6.808619,0
2004-01-21,10.690000,10.690000,10.690000,10.690000,6.840616,0
2004-01-22,10.690000,10.690000,10.690000,10.690000,6.840616,0
2004-01-23,10.670000,10.670000,10.670000,10.670000,6.827818,0
2004-01-26,10.700000,10.700000,10.700000,10.700000,6.847013,0
2004-01-27,10.670000,10.670000,10.670000,10.670000,6.827818,0
2004-01-28,10.580000,10.580000,10.580000,10.580000,6.770225,0
2004-01-29,10.570000,10.570000,10.570000,10.570000,6.763826,0
2004-01-30,10.580000,10.580000,10.580000,10.580000,6.770225,0
2004-02-02,10.590000,10.590000,10.590000,10.590000,6.776624,0
2004-02-03,10.610000,10.610000,10.610000,10.610000,6.789423,0
2004-02-04,10.550000,10.550000,10.550000,10.550000,6.751029,0
2004-02-05,10.550000,10.550000,10.550000,10.550000,6.751029,0
2004-02-06,10.650000,10.650000,10.650000,10.650000,6.815019,0
2004-02-09,10.660000,10.660000,10.660000,10.660000,6.821418,0
2004-02-10,10.680000,10.680000,10.680000,10.680000,6.834216,0
2004-02-11,10.750000,10.750000,10.750000,10.750000,6.879011,0
2004-02-12,10.730000,10.730000,10.730000,10.730000,6.866212,0
2004-02-13,10.700000,10.700000,10.700000,10.700000,6.847013,0
2004-02-17,10.760000,10.760000,10.760000,10.760000,6.885409,0
2004-02-18,10.740000,10.740000,10.740000,10.740000,6.872612,0
2004-02-19,10.720000,10.720000,10.720000,10.720000,6.859814,0
2004-02-20,10.680000,10.680000,10.680000,10.680000,6.834216,0
2004-02-23,10.670000,10.670000,10.670000,10.670000,6.827818,0
2004-02-24,10.670000,10.670000,10.670000,10.670000,6.827818,0
2004-02-25,10.690000,10.690000,10.690000,10.690000,6.840616,0
2004-02-26,10.700000,10.700000,10.700000,10.700000,6.847013,0
2004-02-27,10.720000,10.720000,10.720000,10.720000,6.859814,0
2004-03-01,10.780000,10.780000,10.780000,10.780000,6.898207,0
2004-03-02,10.730000,10.730000,10.730000,10.730000,6.866212,0
2004-03-03,10.730000,10.730000,10.730000,10.730000,6.866212,0
2004-03-04,10.760000,10.760000,10.760000,10.760000,6.885409,0
2004-03-05,10.820000,10.820000,10.820000,10.820000,6.923803,0
2004-03-08,10.800000,10.800000,10.800000,10.800000,6.911005,0
2004-03-09,10.780000,10.780000,10.780000,10.780000,6.898207,0
2004-03-10,10.700000,10.700000,10.700000,10.700000,6.847013,0
2004-03-11,10.610000,10.610000,10.610000,10.610000,6.789423,0
2004-03-12,10.660000,10.660000,10.660000,10.660000,6.821418,0
2004-03-15,10.580000,10.580000,10.580000,10.580000,6.770225,0
2004-03-16,10.630000,10.630000,10.630000,10.630000,6.802220,0
2004-03-17,10.700000,10.700000,10.700000,10.700000,6.847013,0
2004-03-18,10.680000,10.680000,10.680000,10.680000,6.834216,0
2004-03-19,10.630000,10.630000,10.630000,10.630000,6.802220,0
2004-03-22,10.570000,10.570000,10.570000,10.570000,6.763826,0
2004-03-23,10.570000,10.570000,10.570000,10.570000,6.763826,0
2004-03-24,10.560000,10.560000,10.560000,10.560000,6.757427,0
2004-03-25,10.640000,10.640000,10.640000,10.640000,6.808619,0
2004-03-26,10.620000,10.620000,10.620000,10.620000,6.795822,0
2004-03-29,10.680000,10.680000,10.680000,10.680000,6.834216,0
2004-03-30,10.700000,10.700000,10.700000,10.700000,6.847013,0
2004-03-31,10.720000,10.720000,10.720000,10.720000,6.859814,0
